0000716;/zxdb/sinclair/pokes/Bronx Street Cop (1989)(Code Masters).pok
0000718;/zxdb/sinclair/pokes/Bruce Lee (1984)(US Gold).pok
0000722;/zxdb/sinclair/pokes/Bubble Bobble (1987)(Firebird Software).pok
0000724;/zxdb/sinclair/pokes/Rainbow Islands (1990)(Ocean Software).pok
0000726;/zxdb/sinclair/pokes/Bubble Buster (1984)(Sinclair Research).pok
0000727;/zxdb/sinclair/pokes/Bubble Run (1986)(Tynesoft).pok
0000728;/zxdb/sinclair/pokes/Bubble Trouble (1982)(Arcade Software).pok
0000729;/zxdb/sinclair/pokes/Bubble Trouble (1986)(Your Sinclair).pok
0000730;/zxdb/sinclair/pokes/Buccaneer (1985)(Firebird Software).pok
0000731;/zxdb/sinclair/pokes/Buck Rogers Planet of Zoom (1985)(US Gold).pok
0000735;/zxdb/sinclair/pokes/Buffalo Bill's Wild West Show (1989)(Tynesoft).pok
0000738;/zxdb/sinclair/pokes/Bug Blaster (1983)(Crystal Computing).pok
0000739;/zxdb/sinclair/pokes/Bugaboo the Flea (1983)(Quicksilva).pok
0000742;/zxdb/sinclair/pokes/Bug-Eyes (1985)(Icon Software).pok
0000746;/zxdb/sinclair/pokes/Buggy Boy (1988)(Elite Systems).pok
0000750;/zxdb/sinclair/pokes/Buggy Ranger (1990)(Dinamic Software).pok
0000758;/zxdb/sinclair/pokes/Bullseye (1986)(Macsen Software).pok
0000763;/zxdb/sinclair/pokes/Bumpy (1989)(Loriciels).pok
0000767;/zxdb/sinclair/pokes/Buran (1990)(OMK Software S.L.).pok
0000770;/zxdb/sinclair/pokes/Bustout (1987)(Amstrad).pok
0000771;/zxdb/sinclair/pokes/Butch - Hard Guy (1987)(Advance Software Promotions).pok
0000773;/zxdb/sinclair/pokes/Butcher Hill (1989)(Gremlin Graphics Software).pok
0000776;/zxdb/sinclair/pokes/By Fair Means...or Foul (1989)(Superior Software).pok
0000777;/zxdb/sinclair/pokes/Byte Bitten (1984)(Firebird Software).pok
0000779;/zxdb/sinclair/pokes/C5 Clive (1985)(Scorpio Gamesworld).pok
0000780;/zxdb/sinclair/pokes/Cabal (1989)(Ocean Software).pok
0000785;/zxdb/sinclair/pokes/Cabman (1983)(Micro Power).pok
0000787;/zxdb/sinclair/pokes/Caesar the Cat (1984)(Novotrade Rt.).pok
0000789;/zxdb/sinclair/pokes/Cagara (1986)(Players Software).pok
0000793;/zxdb/sinclair/pokes/Call Me Psycho (1987)(Pirate Software).pok
0000794;/zxdb/sinclair/pokes/Camelot Warriors (1986)(Dinamic Software).pok
0000796;/zxdb/sinclair/pokes/Cannibals from Outer Space (1987)(Summit Software).pok
0000797;/zxdb/sinclair/pokes/Cannon Ball (1983)(Hudson Soft).pok
0000798;/zxdb/sinclair/pokes/Canyon Warrior (1989)(Mastertronic Plus).pok
0000801;/zxdb/sinclair/pokes/Capitan Sevilla (1988)(Dinamic Software).pok
0000802;/zxdb/sinclair/pokes/Capitan Trueno (1990)(Dinamic Software).pok
0000807;/zxdb/sinclair/pokes/Capricornio 2 (19xx)(-).pok
0000808;/zxdb/sinclair/pokes/Captain America in the Doom Tube of Dr Megalomann (1988)(Go!).pok
0000810;/zxdb/sinclair/pokes/Captain Blood (1988)(Exxos).pok
0000812;/zxdb/sinclair/pokes/Captain Kelly (1986)(Quicksilva).pok
0000813;/zxdb/sinclair/pokes/Captain Planet (1991)(Mindscape International Inc).pok
0000814;/zxdb/sinclair/pokes/Captain Pytron (1990)(Sinclair User).pok
0000815;/zxdb/sinclair/pokes/Captain Slog (1986)(Alpha-Omega Software).pok
0000822;/zxdb/sinclair/pokes/Carlos Sainz (1990)(Zigurat Software).pok
0000825;/zxdb/sinclair/pokes/Carrier Command (1989)(Rainbird Software).pok
0000829;/zxdb/sinclair/pokes/Casanova (1989)(Iber Software).pok
0000831;/zxdb/sinclair/pokes/Casey Jones (1984)(Blaby Computer Games).pok
0000833;/zxdb/sinclair/pokes/Cash Dash (19xx)(Tynesoft).pok
0000836;/zxdb/sinclair/pokes/Castle Master (1990)(Incentive Software).pok
0000838;/zxdb/sinclair/pokes/Castle Master II The Crypt (1990)(Incentive Software).pok
0000841;/zxdb/sinclair/pokes/Cat 'n Mouse (1983)(Video Productions).pok
0000842;/zxdb/sinclair/pokes/Catch 23 (1987)(Martech Games).pok
0000845;/zxdb/sinclair/pokes/Catchman (1985)(Sinclair User).pok
0000846;/zxdb/sinclair/pokes/Caterpilla (1983)(Spectrum Games).pok
0000848;/zxdb/sinclair/pokes/Catwalk (1984)(PowerSoftware).pok
0000850;/zxdb/sinclair/pokes/Cauldron (1985)(Palace Software).pok
0000851;/zxdb/sinclair/pokes/Cauldron II The Pumpkin Strikes Back (1986)(Palace Software).pok
